index	sentence1	sentence2	label
311	PLEASE FOR FUCK'S SAKE PEOPLE STAY AT HOME apa susahnya sih DIEM DI RUMAH YAELAH don't be selfish for once	Is this tweet offensive?	1
312	<user> He's such a child and that was just worthless. I loved when you said shut up man! And I loved when you called him a clown. Don't be sorry for it. It is what it is!😃 It's true people are going to say enough of this crap we want someone more mature.	Is this tweet offensive?	0
313	Great news... what’s the update?  #FakeNews <user> #propaganda #bullshit	Is this tweet offensive?	1
314	<user> <user> <user> <user> Jeez, could the media make it any more obvious they’re covering for Hunter... I mean Joe Biden. Pathetic.	Is this tweet offensive?	0
315	<user> <user> WERE THESE DIMWITS WATCHING THE SAME DEBATE THE REST OF US WATCHED? JOE'S NAME CALLING AND LYING WERE NOT SOMETHING WOULD CALL ''PRESIDENTIAL'', JUST BEING A SPOILED OLD MAN WITH DEMENTIA!!  VOTE RED 2020	Is this tweet offensive?	1
316	<user> We love you. Fuck white racists. Dump Trump.	Is this tweet offensive?	1
317	<user> <user> <user> <user> not acknowledging that #antifa is not an organization is about the same as DT telling them proud boys to stand by. Keep it real. #whiteliberals are the real racist! <url>	Is this tweet offensive?	0
318	<user> <user> Thanks. You're a good man. Just wanted to say that. Thank you.	Is this tweet offensive?	0
319	Does this asshole not watch the news--oh that's right, he watches Fox, guess I answered my own question!	Is this tweet offensive?	1
320	BRO FUCK	Is this tweet offensive?	1
321	<user> <user> <user> <user> It’s so sad they all choose their worst targets. How much were you paid? Trump is a Racist?	Is this tweet offensive?	0
322	<user> <user> <user> LOL who's the racist? <url>	Is this tweet offensive?	0
323	<user> Please don’t subject yourself or citizens to that moron.  I think we all know enough.  That wasn’t a debate. It is something his simple mind can’t do.	Is this tweet offensive?	0
324	"""For which is easier, to say, ‘Your sins are forgiven,’ or to say, ‘Rise and walk’?""   Evidently, it is easiest to just tase the paralytic when he doesn't comply.  #buffalopolice"	Is this tweet offensive?	0
325	this acct is alt-right and is aligned with 4chan terrorists who have a problem with women shaving their heads in solidarity with black lives  #BlackLivesMatter  #goBaldForBLM  #BaldForBLM  #yesallwomen #MeToo #4chan #BLM1488 #fuckracism	Is this tweet offensive?	1
326	that nigga sucks at drawing	Is this tweet offensive?	1
327	please sign!!!!!! #BLACK_LIVES_MATTER  <url>	Is this tweet offensive?	0
328	we will not survive 2 more years of Gov DeSantis; he's really out here tryna kill people; how do you justify this?: <url>	Is this tweet offensive?	1
329	This is so ridiculously stupid. Real accountability is all that's needed for real reform. Anyone who thinks a police free city is good is smoking crack. This is going to hurt Dems huge in November.	Is this tweet offensive?	0
330	<user> <user> <user> <user> So by forgiving student debt you have now canceled those students   ability too be trustworthy.  They signed an agreement saying they would pay it back. Their word is now not worth a shit.	Is this tweet offensive?	0
331	Would had me all the way fucked up!!	Is this tweet offensive?	1
332	Pastor Oyakhilome Slams FG for Limiting Duration Of Services Over COVID-19 <url>	Is this tweet offensive?	0
333	I dare to think what kind of upbringing they all had...an uneducated mob...	Is this tweet offensive?	0
334	Arabs	Is this tweet offensive?	0
335	Good! #GOPTraitors	Is this tweet offensive?	0
336	<user> Fear is all you have...	Is this tweet offensive?	0
337	Even a god can get it😶	Is this tweet offensive?	0
338	"1992: ""Killing in the Name"" - Rage Against the Machine   If you’ve never listened to their music also listen to ""Bulls on Parade"" (1996) and ""Freedom"" (1992)   ... tho literally all their songs are about social issues 🖤"	Is this tweet offensive?	0
339	June 9.  Today's Portrait is of Maya Angelou  To read the full letter, click the link in my bio.   #mayaangelou #blackart #blackactivists #civilrights #blacklivesmatter #poetry <url>	Is this tweet offensive?	0
340	<user> Boom no Covid 19 Deal #Stalling <user> <user> <user> <user> <user> Donald J. Trump <user> <user> <user> <user> <user> <user> <user> <url>	Is this tweet offensive?	0
341	GEORGE FLOYD WAS REPEATEDLY EXPLAINING HE COULDNT BREATHE. NOT BEING ABLE TO BREATHE RESULTS IN DEATH. DEREK CHAUVIN WAS INTENDING ON KILLING THIS MAN THERE IS NO OTHER EXPLANATION THIS IS NOT THIRD DEGREE <url>	Is this tweet offensive?	0
342	<user> <user> Joe calls the military stupid bastards and you have the audacity to say he has empathy. Wow....you’re not too bright or words have no meaning with you.	Is this tweet offensive?	1
343	Texas will be staying red! #maga   <url>	Is this tweet offensive?	0
344	White man lied and killed to take this country, believe he'll do it again.	Is this tweet offensive?	1
345	<user> This is bullshit. Don’t fall for this. The test are largely inaccurate. They don’t test for covid19 specifically. You can test positive for months. The common cold is a corona virus. If you don’t have any symptoms it means your immune.	Is this tweet offensive?	0
346	<user> <url> I mean, if this being just one potential long term side effect of Covid, does herd immunity seem a good path.. And the fact that the antibodies may not remain after four months... I don't know shit, but I know enough that this path seems nonsensical.	Is this tweet offensive?	0
347	<user> Dude had a knife. Divisive, lying, POS.	Is this tweet offensive?	1
348	NO BAILOUTS FOR BLUE CITIES. We wont pay for your irresponsable liberal agenda! F**k YOU Cuomo &amp; de Blasio	Is this tweet offensive?	1
349	"<user> In Trumps own words.  The only racist on the stage was you Joe.  Antifa is not an ""idea"" Joe.  <url>"	Is this tweet offensive?	1
350	Enough!  #PoliceViolence #PoliceBrutality #FuckPolice #Police #Protest #BlackLivesMatter <url>	Is this tweet offensive?	1
351	How much better off would the USA be without lying spying bribing stealing Democrats? Keeping the American people in the dark. We aren't all stupid.	Is this tweet offensive?	0
352	"""I start talking and choked on my spit and begin to cough. This customer says """"I know u gotta do what you gotta due to pay your bills, but if you're sick you should have stayed home today""""  I gotta stop being nice cause people are really being weird in these streets over COVID19"""	Is this tweet offensive?	0
353	My brother's and sisters could be dead. #BlackLivesMatter	Is this tweet offensive?	0
354	<user> <user> <user> <user> Blklivesmatter   Don't believe #MeghanMarkle BLACK AMERICA!  Meghan Markle on resume listed herself as WHITE only, although raised by a BLACK mother.   Never acknowledging she's 50% BLACK?  Now, she wants to scream #BlackLivesMatter?  She's an OPPORTUNIST! #WorldEnvironmentDay <url>	Is this tweet offensive?	1
355	Dear white people, if we are friends and you don’t even take a second out of your social media time to make a post about George Floyd and use your privilege in our favor we are no longer friends. Now is the time to speak up!!!	Is this tweet offensive?	1
356	<user> <user> The asshole actually wanted us to believe that hydroxychloroquine is a bona fide coronavirus medication based on 20 patients. OMG - he's truly an imbicile.	Is this tweet offensive?	1
357	Holy chesus!	Is this tweet offensive?	0
358	<user> Have Hunters hookers chip in Moe! 104% in North Carolina Moe! Shillin for Moe at Moe  Scumbag!	Is this tweet offensive?	1
359	<user> Yeah you’re fat ass, have fun with Covid and the DWI because you’re probably sucking on a Coors Light.	Is this tweet offensive?	1
360	<user> <user> He is the worst ever	Is this tweet offensive?	0
361	<user> <user> <user> <user> <user> Right Trump supporters smh	Is this tweet offensive?	0
362	kkk presence has been reported in- powderhorn park, minneapolis 38th &amp; chicago ave, minneapolis 46th &amp; nicollet, minneapolis livlynn hotel, north fridley, minneapolis  many shots were fired at 26th &amp; nicollet on saturday. white supremacists were sighted in twin cities, shooting.	Is this tweet offensive?	0
363	And you thought Nazi Germany was bad.	Is this tweet offensive?	1
364	Please be safe  I always purple you  No matter who you are  You deserve to live equally   I support U  #WeLoveYouArmy   #BlackLivesMatter	Is this tweet offensive?	0
365	With <user> being a bumbling clusterf—-, maybe we should chip in and get him a Magic Mouth via Amazon prime...  <url>	Is this tweet offensive?	1
366	<user> <user> <user> <user> Racist supporting a racist.	Is this tweet offensive?	1
367	<user> <user> <user> <user> <user> <user> Your absolutely delirious if you think he was talking about Beau! Your embarrassing yourself moron!	Is this tweet offensive?	1
368	BLM , March in Cairns today... #AboriginalLivesMatter #blacklives #blacklivesmatteraustralia #BlackLivesMattters  #cairnsBLM #BLM #BlackLivesMatter <url>	Is this tweet offensive?	0
369	Loud enough yet? #blacklivesmatter  <url>	Is this tweet offensive?	0
370	If you've never heard <user> stuff, you MUST. It is an education worth years of life experience &amp; study of books, condensed here in an 8 minute rap. Invaluable.This man knows the score. 💯✊🏻✊🏾✊🏿  <url>  #BLMLondon #BlackLivesMatterUK #BlackLivesMatter	Is this tweet offensive?	0
371	And they say she's getting old.... #mommiedearest #coronavirus #lol #comedy #funny #dankmemes #gaysofinstagram <url>	Is this tweet offensive?	0
372	<user> Joe u were lying the whole time smh	Is this tweet offensive?	0
373	<user> Too much work to fight covid. Much easier to run his mouth from twitter #UselessPresident	Is this tweet offensive?	0
374	#LockHerUpAlready #CrookedClintonCoup ~<user> please send this Witch and her entire Obama Spy Gang including <user>  to GITMO! #Trump2020LandslideVictory	Is this tweet offensive?	0
375	<user> . <user> thinks you’re too stupid to believe the hard evidence showing years of corruption at YOUR expense. The arrogance is astounding.	Is this tweet offensive?	1
376	Oh good, another reason for the rest of the world to hate the US	Is this tweet offensive?	0
377	<user> <user> Democrats governors responsible for the majority of deaths...  Damn, you're stupid.	Is this tweet offensive?	1
378	He’s wild as hell and mfs will run w what he says 🥴	Is this tweet offensive?	0
379	"<user> <user> <user> The death rate is &lt;.3%  (Thats a ""less than"" symbol and a point 3 percent) <url>"	Is this tweet offensive?	0
380	<user> <user> <user> It is.	Is this tweet offensive?	0
381	<user> The Democratic Party pulled this crap in their own primary to sandbag Bernie and you didn't mind it then.	Is this tweet offensive?	0
382	Are you fucking kidding me IA City PD? 😢 I’m so disappointed 😔 and heartbroken over this-just makes me more determined to protest. Someone let me know the plan for Thursday please #BlackLivesMatter #iowacity #iowacityprotest	Is this tweet offensive?	1
383	<user> look at your employee. I live in NJ. Fire this monster now!	Is this tweet offensive?	0
384	Students always step up when the need is there! An estimated 3000+ attended the Black Lives Matter 5-mile march hosted by <user> #blackstudentunion #impressive #blacklivesmatter… <url>	Is this tweet offensive?	0
385	<user> We already have that, you flaming jackass	Is this tweet offensive?	1
386	Liberal Lunacy: Rapist Released Under ‘Coronavirus Furlough’ Kills Accuser <url>	Is this tweet offensive?	0
387	Instead of sweating over a statue or statues and how it didn't offend with 100% PC until 2020. Focus on the damage you and Walz Co. caused by doing nothing except give excuses for the thugs as Minneapolis burned.	Is this tweet offensive?	1
388	Y’all didn’t learn a damn thing from this man if you’re out there defending George Floyd’s murderer. #BlackLivesMatter #GeorgeFloydWasMurdered #SayHisName <url>	Is this tweet offensive?	0
389	i truly don’t know how y’all can defend cops at this point.	Is this tweet offensive?	0
390	Thank you <user> #BullCityStrong	Is this tweet offensive?	0
391	Give them 20 years!!!	Is this tweet offensive?	0
392	<user> Why support #RacistJoeBiden who brags about authoring the 1994 Crime Bill targeting Blacks for crack cocaine incarcerating for life adding 60 death penalty crimes? #Biden fought school integration working with Segregationists. Biden is a criminal! #MAGA  <url>	Is this tweet offensive?	0
393	Be great if someone like Twitter would make a mass announcement about how foolish we are with the Trump coronavirus, someone with huge credentials or congregation should make a statement about how highly contagious this is, because these motherfuckers just don’t seem to get it.	Is this tweet offensive?	1
394	<user> I think it is quite clear. The President of the United States not only supports, but actively promulgates the white supremacist agenda. A vote for Trump, is a vote for white supremacy. Don’t let this happen. If you do, it is the end of the Land if the Free.	Is this tweet offensive?	0
395	<user> <user> Exactly.  war = $$$  That’s biggest reason they viewed Tulsi Gabbard as a threat. Well that, and because she’ll call out the dnc (and GOP) for their corrupt shenanigans   #Elections2020	Is this tweet offensive?	0
396	Holy F***😳😳	Is this tweet offensive?	1
397	<user> Fuck you and your crooked family :)	Is this tweet offensive?	1
398	Can't believe some of the vids I've seen on here. I hope America seriously tackles police brutality and racism but the future seems pretty bleak at the moment, #blacklivesmatter	Is this tweet offensive?	0
399	<user> <user> WAIT WHAT?!?!  COVID CLOWNS?!?!  SERIOUSLY?!?!?	Is this tweet offensive?	0
400	Trump treats women like the Taliban.  🇷🇺❤️  #Pennsylvania #minnesota #wisconsin #michigan #MAGA2020Landslide #MAGA #FoxNews <url>	Is this tweet offensive?	1
401	This isn’t big. This isn’t funny. This isn’t acceptable. Prime example of people using this just to cause trouble. Idiots man!	Is this tweet offensive?	1
402	<user> <user> <user> It’s <user> it’s Fox News just without any shame and jacked on drugs, they’re as far right as they come before one starts talking about Jews and 9/11	Is this tweet offensive?	0
403	<user> It seems to me that the Texas GOP is an organized front for white supremacy.  If you really feel this way, Ted, you should switch parties to the only party in Texas that isn't racist and stupid, the Democrats. <url>	Is this tweet offensive?	1
404	<user> Someone tagged me in the instagram story thread of #BlackLivesMatter only however i don't get notifications and didn't see i was tagged until after the story was no longer available and then was later called racist for not re-posting??? AND not to mention they spelled it wrong🤦🏼‍♀️	Is this tweet offensive?	0
405	<user> <user> Right! #blacklivesmatter	Is this tweet offensive?	0
406	<user> Don't be stupid. There will be NO NEW 2.5 TRILLION dollar bailout. Every business you kill will be gone. You WON'T make payroll.  Next week the death rate and hospitalization rate will drop like a lead ball off a table. #opencalifornianow  <url>	Is this tweet offensive?	0
407	"Love her and her views!  Candace Owens: ""I DO NOT support George Floyd!"" &amp; Here's Why!   Durtty Daily - YouTube <url>"	Is this tweet offensive?	0
408	<user> The world should not talk to China, should hold China accountable for coronavirus  Please protect HongKongers😭😭😭 boycott #China CCP💩 sanction Chinese officials BAN Chinese banks &amp; companies Ban WeChat  &amp; all APPs.  WeChat dies CCP dies make China pay <url>	Is this tweet offensive?	0
409	Everything is upside down in the sh*t stained reality of Trump.	Is this tweet offensive?	1
410	<user> <user> <user> <user> <user> Sad, wrong and hateful statement!	Is this tweet offensive?	0
411	It’s the zero f*cks given for me.	Is this tweet offensive?	0
412	#WheresHunter <user> Your secret deals will be revealed. You will be impeached and the rest of your corrupt family/friends will be locked up.	Is this tweet offensive?	0
413	<user> Arsenal will loose😬😬 Because trump ain't support #BlackLivesMatter	Is this tweet offensive?	0
414	Be my boyfriend!!!! DM ME!!! ❤️🥺 #gay #gayaf #gaytwitter #gaysnap #snap #boyfriend #virgin #bottom #lookingfortop #twink #single #dmme #gayboy #femboy #coronavirus #COVID19 #bisexual #ftm #horny #sext #LGBT #pride   #HowYouLikeThat   #PrideMonth    #single #nsfw #video	Is this tweet offensive?	1
415	Yeah? Well they are stupid and have no relationship to POTUS. It’s not worth posting.	Is this tweet offensive?	1
416	<user> How many lies is this now? 10,000, 400,000?   <url>	Is this tweet offensive?	0
417	<user> Stop exploiting the murder of George Floyd to push an agenda that harms black women and children.	Is this tweet offensive?	0
418	"""To be honest, Beth, there are some """"very furious people"""" all over the country, baffled as to why the UK is being driven over both the Covid cliff and the Brexit cliff at the same time by this rabble of dithering doughnuts. Who cares about furious people in Cabinet? <url>"	Is this tweet offensive?	0
419	Aww sh*t 👀 <user>   #BlackLivesMatter <url>	Is this tweet offensive?	0
420	<user> You POS crook! <url>	Is this tweet offensive?	1
421	<user> Bogus covid hoax Idiot.	Is this tweet offensive?	1
422	<user> <user> about ignorant trumpians? nobody does	Is this tweet offensive?	0
423	"This isn't enough. As stated at the end of the article, ""The executive order doesn't address broader concerns raised by police reform advocates about racism and racial stereotypes in policing."" Until this is addressed, this ain't shit. #BlackLivesMatter   <url>"	Is this tweet offensive?	0
424	<user> <user> <user> <user> Lol what are you talking about... you're just throwing lies into the air. There is no halting of medicine shipments. Israel has more deaths than gaza due to covid. Lol stop spreading lies.	Is this tweet offensive?	0
425	<user> <user> <user> President Trump I saw this on the News.... FBI: 10 Million arrested last yr &amp; 1004 armed shot  41 unarmed shot; 19 w; 9 blk &amp; 89 cops  (George Floyd had recently got out of Texas Prison, had  rap sheet; a Thug/Criminal high on drugs with a heart condition) <user>	Is this tweet offensive?	0
426	Yeah, no matter the final totals, this is a national disgrace.  We ARE the type of country we used to snicker at.  Thanks, maggots	Is this tweet offensive?	1
427	<user> <user> <user> <user> <user> <user> i feel really bad for your 3 kids	Is this tweet offensive?	0
428	#ChiComs lied and people died! #PandemicIn5Words	Is this tweet offensive?	1
429	<user> Then you must go and hide! Your character is the worst in history!	Is this tweet offensive?	0
430	This George Floyd stuff is really hitting me hard today. He was a good man that learned from his mistakes and chose to better himself and look what happened to him. I am not black but I will stand with you. I am not black but black lives matter. #JusticeForGeorge	Is this tweet offensive?	0
431	<user> <user> Symbolism is not substance. Our ancestors are from US Chattel Slavery, Kamala Harris ancestors are not . Stop insulting and offending us with your pandering bullshit	Is this tweet offensive?	1
432	STOP THIS INSANITY OF COPS DEADLY ASSAULTS! #ICantBreathe  <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> #totalitariancapitalism ᵗʳᵘᵐᵖ	Is this tweet offensive?	0
433	May I introduce the next President of the United States via George Soros. #Election2020 #Elections2020 #ElectionNight #ElectionDay2020  #ElectionResults2020  #Trump2020 #JoeBiden #KamalaHarris  #lickmyass #bnwo2020 #bnwo #bowtome #suckers #ByeDon2020 <url>	Is this tweet offensive?	1
434	I give zero fucks what celebrities are singing a song for <user> <user>	Is this tweet offensive?	1
435	The Democrat Party is another Rascist relic from the past . Remove them from the public square in November #DemocratsAreDestroyingAmerica #BlackLivesMatter <user> <url>	Is this tweet offensive?	1
436	Clearly never knew about what skinheads stood for before? Usually wore red laces...	Is this tweet offensive?	0
437	Did you catch our #SolidarityConvos today? Watch full recording and find more resources on our website.  #BlackLivesMatter #AAPIs4BlackLives #Asians4BlackLives  <url>	Is this tweet offensive?	0
438	It was racist and unkind and pointing his ugly finger😷😷😷	Is this tweet offensive?	1
439	<user> <user> Of course. They have tried every way imaginable to be disruptive to M &amp; H's peace.  Every week it's another stunt to try and smoke them out of their shelter so they can see them, critique them and benefit from anonymous high level negative engagement (clicks).	Is this tweet offensive?	0
440	<user> <user> You support this monster <url>	Is this tweet offensive?	0
441	Yet, they show <user> 's???  Ridiculous.	Is this tweet offensive?	0
442	"Where is your ""how many times can one man be buried"" comment now? #GeorgeFloydFuneral #GeorgeFloyd <user> such a piece of shit hypocrite! <user>"	Is this tweet offensive?	1
443	What the actual fuck is going on here!? Take a fucking look at this shit and don’t let Twitter take it down!!🤬.      #BlackLivesMatter #anonymus #GeorgeFloyd #BLACK_LIVES_MATTER <url>	Is this tweet offensive?	1
444	Video to video, would u rather serve under Gen CQ Brown Jr or this clown?  #BunkerBoy #DotardTrump #TrumpBullShit #ResignNowTrump #TrumpVirus #TrumpBullShit  <url>	Is this tweet offensive?	0
445	So my aunt in law or whatever actually employed the cop who killed George Floyd as a security guard, she said it didn’t surprise her he was a fucked up guy.	Is this tweet offensive?	1
446	A question that I would love for <user> Chris Wallace or <user> ask is back in 2014 Eric Trump said the Trump organization no longer receives money from American banks.  What foreign entities or countries have been the lenders to this organization?	Is this tweet offensive?	0
447	Surprise !!  #sarcasm	Is this tweet offensive?	0
448	<user> <user> <user> Maybe not	Is this tweet offensive?	0
449	No wonder why Joshy, Seth Rollins and Becky Lynch disassociated w CrossFit.  And his apology sounds like one the fakest apologies I’ve ever heard, my gosh. 🤦🏻‍♀️	Is this tweet offensive?	0
450	"Imagine being a woman and having a ""leader"" say they can grab you by the p***y because of his status, imagine being a latino and that person referring to you a rapist, imagine having a disability and that ""leader"" makes fun of you. This is why we have to #VOTE #VoteHimOut2020"	Is this tweet offensive?	1
451	On Wednesday, June 17, 2020, at 6:00 PM, I will be speaking on a Manifesto Community Projects panel on the effects of systemic racism, in light of many recent, global events.  Registration is available here: <url> #blacklivesmatter #systemicracism #discussion <url>	Is this tweet offensive?	0
452	<user> <user> <user> Yes, we will. We will put 6 scotus on and you and your vile party can fuck right off, you POS.	Is this tweet offensive?	1
453	"<user> <user> Trump gets free airtime for campaign rallies most days he does those awful ""briefings"". <user> needs to fight for equal time without the shitshow."	Is this tweet offensive?	1
454	"Given the way George Floyd died I don’t trust the sincerity of these ""kneeling"" cops one goddamn bit."	Is this tweet offensive?	1
455	<user> As a military man as you know your son as well as myself fought for the Constitution of the United States to protect all citizens against terrorism foreign and domestic. And Donald Trump's disregard of the military is disgusting thank you for showing what a leader should act like	Is this tweet offensive?	0
456	<user> you need to quit politicizing that man's death for your own gains.  although his murder at the hands of a bad police officer is horrible,  George Floyd was no saint.  You're just using this and the disgusting display of cultural appropriation the house Democrats did to get votes.	Is this tweet offensive?	1
457	understand , that if you , in anyway, try to condone or justify the killing of george floyd, or any other innocent that was condemned for no reason other than the fact that they were black person, you will catch this block so quick. this is a promise.	Is this tweet offensive?	0
458	<user> Antifa! You should know they’re no loyal to you. They’ll use you &amp; democrats as useful stooges then they’ll turn on you! That’s what terrorist do! Hey did you have a special ear transmitter and wired mic attacked.. looks like it! Not okay dude!	Is this tweet offensive?	0
459	ruining relationships because they care more about buildings than lives &gt;&gt;&gt;&gt;&gt;&gt;&gt; #BlackLivesMatter	Is this tweet offensive?	0
460	Jared Kushner’s ‘princely arrogance’ set back the coronavirus response by weeks: report <url>	Is this tweet offensive?	0
461	<user> <user> Trump: <url>	Is this tweet offensive?	0
462	"""It was humiliation on a scale almost unimaginable outside of cinema or nightmare.""  If a Black person (or many Black people!) takes the time to let you know that you have done something racist, it is not a ""humiliation,"" it is an opportunity.  <url>"	Is this tweet offensive?	0
463	<user> <user> <user> <user> The little dude is overcompensating. #blacklivesmatter	Is this tweet offensive?	0
464	If you take any advise from this fool then I question your judgment. What an embarrassment.	Is this tweet offensive?	0
465	<user> <user> <user> That's right Bob	Is this tweet offensive?	0
466	<user> You’re wrong about that Camel-Crotch! He has a plan alright and that plan is to get rid of you! You’re a disgrace to us black people! You should be publicly hanged immediately!	Is this tweet offensive?	1
467	Btw, to all my black friends, I'm with you. The douchebag who killed George Floyd by having his KNEE on his neck will be brought to justice.✊🏽	Is this tweet offensive?	1
468	<user> <user> In that case you better vote TRUMP 2020. How many KKK rallies have you seen in the past 4 years? How many Antifa rallies/protest/riots have you seen in the past 4 years. Thats what I thought. Get your head out of the ground and think for yourself. TRUMP 2020	Is this tweet offensive?	1
469	<user> I know the feeling, but I will have to tough this desire out. Crazy that I had a couple friends at OTB that was extremely ill in January,February. Wondering if they had COVID 🤨	Is this tweet offensive?	0
470	<user> <user> <user> While your interview is over, <user> protects  #coronavirus NVDHHS DIRECTOR #RichardWhitley who stole from this #WheelchairUser. I NEED HEAT/FOOD!!! #NVCaucus GoFundMe/Video:<url>. Sisolak Email:<url>	Is this tweet offensive?	0
471	"<user> i know right, it’s not an ""unpopular opinion"" it’s anonymous antis spreading disgusting comments and the person enabling the behaviour is just as bad"	Is this tweet offensive?	0
472	LET'S KEEP IT SIMPLER: TRUMP &amp; PENCE=HONEST &amp; GOOD HEARTS &amp; GOD FEARING, (LUKE 8:15,kjv; MALACHI 3:16-17).BIDEN/HARRIS= CURSED, LYING, DECEIVING, EVIL HYPOCRITES, WITH CORRUPT HEARTS, WHO DO NOT TRULY FEAR GOD,(MATTHEW15:7-8, 23:27-28, 25:41; JOHN 8:44; PSALM 36:1; PROVERBS 1:29)	Is this tweet offensive?	1
473	"""A nurse revealed the last words of his coronavirus patient: """"Who's going to pay for it?"""" <url> <url>"	Is this tweet offensive?	0
474	<user> <user> <user> <user> <user> <user> Which side replaced fathers with the state? Democrats hate their voters	Is this tweet offensive?	0
475	New Zealand   <url>  #BlackLivesMatter #Maori   <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user>	Is this tweet offensive?	0
476	you have got to be fucking kidding me	Is this tweet offensive?	1
477	<user> Meanwhile Covid is killing ppl	Is this tweet offensive?	0
478	<user> <user> <user> I wonder what Rita Pirannah would think and say, if one of her relatives got the covid virus, was placed in Intensive care, hey, think shed do a big bloody rethink on her senseless propaganda.  228 000 dead americans grieving families would totally disagree with her ranting.	Is this tweet offensive?	0
479	...why does the 18-29 age range only make up 13% of the total vote? Why the fuck isn’t my age group voting?? Your parents can’t see your ballots!! #Elections2020	Is this tweet offensive?	1
480	<user> There are thousands of reasons to vote for <user>   These are 2 of the main ones <url>	Is this tweet offensive?	0
481	<user> REALLY? You think <user> was rattled by that ranting ignoramus? Seriously? 'Dominates is talking over someone and being an ignorant, disrespectful child? The headlines tell it as it is, Trump was made to look an ignorant, unprofessional, unpresidential fool - without ANY help!	Is this tweet offensive?	0
482	<user> we need help! Show us what to do. HE'S FIRED!	Is this tweet offensive?	0
483	This is despicable. We need higher standards to become and maintain status as a police officer in America. Reform must come from accountability. Quality over quantity. The people protecting our families need to be top tier humans. I know I can admit, I could never do the job.	Is this tweet offensive?	0
484	<user> He had to defend his government management all the time and you spent all your time insulting him.  You did not show a credible proposal.	Is this tweet offensive?	0
485	<user> Your crypto shitposts are funny but your covid posting is Q tier. From a fan	Is this tweet offensive?	1
486	This is so damn sad honestly 😤😭	Is this tweet offensive?	0
487	<user> vs <user>   I wish <user> the next president	Is this tweet offensive?	0
488	DeSantis blames COVID spike on 'overwhelmingly Hispanic' laborers  Screw you, you racist SOB!  You benefit from their presence then turn on them in a heartbeat.  Gee, that sounds just like your leader Trump!  Surprise!  #Biden2020 #VoteBlueToSaveAmerica  <url>	Is this tweet offensive?	1
489	Fight like the French!!            #BLMprotest	Is this tweet offensive?	0
490	<user> Lol <user> watching you #Antifa and #BlackLivesMatter is hilarious, you morons are like small children pretending to be revolutionaries, in reality you are just a bunch of useful idiot's for <user> <user> and the whole #DemoKKKrat party 🤪😂😅 #Losers	Is this tweet offensive?	1
491	U.S. Says Russian Hackers Are Trying To Steal Coronavirus Vaccine Research <url>	Is this tweet offensive?	0
492	<user> With VIOLENCE across AMERICA due to <user> and <user> ...DEMS???  Who's he again?🙃	Is this tweet offensive?	0
493	WHY THE FUCK DID THEY THROW A 90-YEAR-OLD WOMAN ON THE GROUND? Did they see her as a threat? Fucking racist cops need to lose their jobs!!	Is this tweet offensive?	1
494	<user> To vomit. How bout giving us what WE want....70-80% Dems want M4A.   But your 131 billionaire controllers don’t.....who wins?? so...shut up and crawl back to The Tiny Wonder.	Is this tweet offensive?	1
495	<user> <user> Certified Idiot says what?	Is this tweet offensive?	1
496	wtf wtffffff make his life a hell idc	Is this tweet offensive?	1
497	Here’s the dope Mark Knoller giving his useless opinion on nothing	Is this tweet offensive?	0
498	"""The plan is to fan this spark into a flame! "" The revolution for justice is far from over. Breonna Taylor’s murderers have not had charges brought against them. #SayHerName #itsaboutmorethanone #blacklivesmatter <user>"	Is this tweet offensive?	0
499	<user> take your Covid fear campaign and shove it up your ass. Were done with your fear mongering. Done with your lies. Done with your corruption. Done with your lip service. Done with your racism. Done with your political games. Were voting <user> Period.	Is this tweet offensive?	1
500	<user> <user> <user> Burn,baby,burn	Is this tweet offensive?	0
501	New York City misses out on billions of tourism dollars as coronavirus keeps Broadway dark <url>	Is this tweet offensive?	0
502	<user> Hard to believe you want to be The leader of the free world and would put up a childish video like this.  It detracts from your position, which we were hoping to hear more about last night  than your bickering with the President.	Is this tweet offensive?	0
503	<user> Nah, he hates white people too.  He's gone all the way over the cliff now. But wanting Target to contribute to the community in Minneapolis as if they didn't already do that in the looting is really just stupid.	Is this tweet offensive?	0
504	NY Post Wrecks Liberal Hypocrisy Over Coronavirus Now That George Floyd Riots Have Subsided  <url>	Is this tweet offensive?	0
505	Minneapolis: in hell The rest of the world: <url>	Is this tweet offensive?	0
506	Lmao that gun would break this kids wrist if he ever shot this 😂😂😂	Is this tweet offensive?	0
507	3rd degree murder? fucking bullshit. not enough. he murdered george floyd in cold blood.	Is this tweet offensive?	1
508	George Floyd had Chinese virus. There's nothing democrats won't drag his name through be dragged through.	Is this tweet offensive?	1
509	<user> <user> You're right, for a second wave to happen the first one has to end and you fucked that up to high hell.	Is this tweet offensive?	1
510	7 U.S. Stocks to Buy on Coronavirus Weakness $AAPL $NKE $AMD ... <url>	Is this tweet offensive?	0
511	Drama between White Nationalists is never not delicious	Is this tweet offensive?	0
512	Why in the hell does any one listen to this fucking idiot.  He has been right so many times recently. Piss on him and all you fuckers responsible for this insanity.	Is this tweet offensive?	1
513	<user> <user> <user> yet advocate killing babies at 9 months gestation.	Is this tweet offensive?	1
514	What??  <user>	Is this tweet offensive?	0
